date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:48:34	33823/33823	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20May%202013%2021:47:46%20GMT	http://absolvewinelounge.com/images/absolve-wine-lounge-logo.jpg	absolvewinelounge.com/images/absolve-wine-lounge-logo.jpg	(from http://absolvewinelounge.com/)
12:48:41	70550/70550	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202013%2023:14:18%20GMT	http://absolvewinelounge.com/images/absolve-wine-lounge3.jpg	absolvewinelounge.com/images/absolve-wine-lounge3.jpg	(from http://absolvewinelounge.com/)
12:48:41	126132/126132	---M--	200	added ('OK')	application/javascript	date:Fri,%2010%20May%202013%2021:49:24%20GMT	http://absolvewinelounge.com/js/prototype.js	absolvewinelounge.com/js/prototype.js	(from http://absolvewinelounge.com/)
12:48:42	5039/5039	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202014%2017:48:43%20GMT	http://absolvewinelounge.com/houston-wine-bar-menu.php	absolvewinelounge.com/houston-wine-bar-menu.html	(from http://absolvewinelounge.com/)
12:48:43	91996/91996	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20May%202013%2021:47:46%20GMT	http://absolvewinelounge.com/images/absolve-wine-lounge.jpg	absolvewinelounge.com/images/absolve-wine-lounge.jpg	(from http://absolvewinelounge.com/)
12:48:43	64160/64160	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202013%2023:14:17%20GMT	http://absolvewinelounge.com/images/absolve-wine-lounge2.jpg	absolvewinelounge.com/images/absolve-wine-lounge2.jpg	(from http://absolvewinelounge.com/)
12:48:43	62652/62652	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202014%2017:48:45%20GMT	http://absolvewinelounge.com/houston-wine-bar-wine-menu.php	absolvewinelounge.com/houston-wine-bar-wine-menu.html	(from http://absolvewinelounge.com/)
12:48:44	46874/46874	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202014%2017:48:45%20GMT	http://absolvewinelounge.com/houston-wine-bar-happy-hour-menu.php	absolvewinelounge.com/houston-wine-bar-happy-hour-menu.html	(from http://absolvewinelounge.com/)
12:48:44	43241/43241	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202014%2017:48:46%20GMT	http://absolvewinelounge.com/houston-wine-bar-food-menu.php	absolvewinelounge.com/houston-wine-bar-food-menu.html	(from http://absolvewinelounge.com/)
12:48:45	5055/5055	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202014%2017:48:46%20GMT	http://absolvewinelounge.com/about-absolve-wine-lounge.php	absolvewinelounge.com/about-absolve-wine-lounge.html	(from http://absolvewinelounge.com/)
12:48:45	21070/21070	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202014%2017:48:46%20GMT	http://absolvewinelounge.com/houston-wine-bar-events.php	absolvewinelounge.com/houston-wine-bar-events.html	(from http://absolvewinelounge.com/)
12:48:45	5697/5697	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202014%2017:48:47%20GMT	http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php	absolvewinelounge.com/absolve-wine-lounge-photo-gallery.html	(from http://absolvewinelounge.com/)
12:48:46	30839/30839	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202014%2017:48:47%20GMT	http://absolvewinelounge.com/houston-wine-bar-contact.php	absolvewinelounge.com/houston-wine-bar-contact.html	(from http://absolvewinelounge.com/)
12:48:46	12839/12839	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202013%2002:28:13%20GMT	http://absolvewinelounge.com/images/wireless-frac-gauges.jpg	absolvewinelounge.com/images/wireless-frac-gauges.jpg	(from http://absolvewinelounge.com/css/style.css)
12:48:46	60785/60785	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202013%2023:22:59%20GMT	http://absolvewinelounge.com/images/absolve-wine-lounge4.jpg	absolvewinelounge.com/images/absolve-wine-lounge4.jpg	(from http://absolvewinelounge.com/)
12:48:47	12839/12839	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202013%2002:28:13%20GMT	http://absolvewinelounge.com/images/footer.jpg	absolvewinelounge.com/images/footer.jpg	(from http://absolvewinelounge.com/css/style.css)
12:48:47	12839/12839	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202013%2002:28:13%20GMT	http://absolvewinelounge.com/css/video.png	absolvewinelounge.com/css/video.png	(from http://absolvewinelounge.com/css/js-image-slider.css)
12:48:48	12839/12839	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202013%2002:28:13%20GMT	http://absolvewinelounge.com/css/bullet.png	absolvewinelounge.com/css/bullet.png	(from http://absolvewinelounge.com/css/js-image-slider.css)
12:48:48	12839/12839	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202013%2002:28:13%20GMT	http://absolvewinelounge.com/css/loading.gif	absolvewinelounge.com/css/loading.gif	(from http://absolvewinelounge.com/css/js-image-slider.css)
12:48:48	9548/9548	---M--	200	added ('OK')	image/gif	date:Thu,%2019%20Sep%202013%2023:03:46%20GMT	http://absolvewinelounge.com/images/loading.gif	absolvewinelounge.com/images/loading.gif	(from http://absolvewinelounge.com/css/js-image-slider.css)
12:48:49	12839/12839	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202013%2002:28:13%20GMT	http://absolvewinelounge.com/images/upload/image-1669.jpg	absolvewinelounge.com/images/upload/image-1669.jpg	(from http://absolvewinelounge.com/houston-wine-bar-wine-menu.php)
12:48:50	11406/11406	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Feb%202014%2021:53:05%20GMT	http://absolvewinelounge.com/images/flourish1.jpg	absolvewinelounge.com/images/flourish1.jpg	(from http://absolvewinelounge.com/houston-wine-bar-menu.php)
12:48:53	53344/53344	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Jul%202013%2022:59:07%20GMT	http://absolvewinelounge.com/images/upload/image-680.jpg	absolvewinelounge.com/images/upload/image-680.jpg	(from http://absolvewinelounge.com/)
12:48:54	12839/12839	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202013%2002:28:13%20GMT	http://absolvewinelounge.com/images/upload/image-6956.jpg	absolvewinelounge.com/images/upload/image-6956.jpg	(from http://absolvewinelounge.com/houston-wine-bar-wine-menu.php)
12:48:54	12839/12839	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202013%2002:28:13%20GMT	http://absolvewinelounge.com/null	absolvewinelounge.com/null	(from http://absolvewinelounge.com/houston-wine-bar-wine-menu.php)
12:49:09	128901/128901	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Jul%202014%2002:02:37%20GMT	http://absolvewinelounge.com/images/upload/image-430.jpg	absolvewinelounge.com/images/upload/image-430.jpg	(from http://absolvewinelounge.com/houston-wine-bar-wine-menu.php)
12:49:10	94592/94592	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Aug%202014%2000:20:51%20GMT	http://absolvewinelounge.com/images/upload/image-2434.jpg	absolvewinelounge.com/images/upload/image-2434.jpg	(from http://absolvewinelounge.com/houston-wine-bar-food-menu.php)
12:49:10	124645/124645	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Jul%202014%2004:28:27%20GMT	http://absolvewinelounge.com/images/upload/image-5072.jpg	absolvewinelounge.com/images/upload/image-5072.jpg	(from http://absolvewinelounge.com/houston-wine-bar-wine-menu.php)
12:49:10	12839/12839	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202013%2002:28:13%20GMT	http://absolvewinelounge.com/images/upload/image-4559.jpg	absolvewinelounge.com/images/upload/image-4559.26.delayed	(from http://absolvewinelounge.com/houston-wine-bar-food-menu.php)
12:49:10	135408/135408	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Jul%202014%2004:24:16%20GMT	http://absolvewinelounge.com/images/upload/image-106.jpg	absolvewinelounge.com/images/upload/image-106.jpg	(from http://absolvewinelounge.com/houston-wine-bar-wine-menu.php)
12:49:12	12839/12839	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202013%2002:28:13%20GMT	http://absolvewinelounge.com/images/upload/image-5652.jpg	absolvewinelounge.com/images/upload/image-5652.29.delayed	(from http://absolvewinelounge.com/houston-wine-bar-food-menu.php)
12:49:13	11420/11420	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Feb%202014%2021:53:06%20GMT	http://absolvewinelounge.com/images/flourish2.jpg	absolvewinelounge.com/images/flourish2.jpg	(from http://absolvewinelounge.com/about-absolve-wine-lounge.php)
12:49:14	11406/11406	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Feb%202014%2021:53:05%20GMT	http://absolvewinelounge.com/images/flourish3.jpg	absolvewinelounge.com/images/flourish3.jpg	(from http://absolvewinelounge.com/houston-wine-bar-events.php)
12:49:15	7389/7389	---M--	200	added ('OK')	application/javascript	date:Wed,%2011%20Sep%202013%2005:06:27%20GMT	http://absolvewinelounge.com/js/lightbox-2.6.min.js	absolvewinelounge.com/js/lightbox-2.6.min.js	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:16	4561/4561	---MCZ	200	added ('OK')	text/css	date:Wed,%2011%20Sep%202013%2005:06:21%20GMT	http://absolvewinelounge.com/css/lightbox.css	absolvewinelounge.com/css/lightbox.css	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:19	71289/71289	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Aug%202014%2000:12:45%20GMT	http://absolvewinelounge.com/images/upload/image-5872.jpg	absolvewinelounge.com/images/upload/image-5872.jpg	(from http://absolvewinelounge.com/houston-wine-bar-food-menu.php)
12:49:21	67231/67231	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20May%202014%2020:19:34%20GMT	http://absolvewinelounge.com/images/upload/image-8665.jpg	absolvewinelounge.com/images/upload/image-8665.jpg	(from http://absolvewinelounge.com/houston-wine-bar-food-menu.php)
12:49:21	7897/7897	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Jul%202013%2021:12:51%20GMT	http://absolvewinelounge.com/images/upload/image-254-thumb.jpg	absolvewinelounge.com/images/upload/image-254-thumb.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:23	8073/8073	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Jul%202013%2021:01:50%20GMT	http://absolvewinelounge.com/images/upload/image-1862-thumb.jpg	absolvewinelounge.com/images/upload/image-1862-thumb.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:25	57478/57478	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Jul%202013%2021:12:51%20GMT	http://absolvewinelounge.com/images/upload/image-254.jpg	absolvewinelounge.com/images/upload/image-254.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:27	6460/6460	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Jul%202013%2021:05:41%20GMT	http://absolvewinelounge.com/images/upload/image-2626-thumb.jpg	absolvewinelounge.com/images/upload/image-2626-thumb.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:27	93107/93107	---M--	200	added ('OK')	application/javascript	date:Wed,%2011%20Sep%202013%2005:07:54%20GMT	http://absolvewinelounge.com/js/jquery-1.10.2.min.js	absolvewinelounge.com/js/jquery-1.10.2.min.js	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:29	7012/7012	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Jul%202013%2021:11:01%20GMT	http://absolvewinelounge.com/images/upload/image-982-thumb.jpg	absolvewinelounge.com/images/upload/image-982-thumb.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:30	47975/47975	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Jul%202013%2021:05:41%20GMT	http://absolvewinelounge.com/images/upload/image-2626.jpg	absolvewinelounge.com/images/upload/image-2626.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:31	64209/64209	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Jul%202013%2021:01:50%20GMT	http://absolvewinelounge.com/images/upload/image-1862.jpg	absolvewinelounge.com/images/upload/image-1862.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:32	8285/8285	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Jul%202013%2020:58:46%20GMT	http://absolvewinelounge.com/images/upload/image-7022-thumb.jpg	absolvewinelounge.com/images/upload/image-7022-thumb.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:33	6781/6781	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Jul%202013%2021:07:13%20GMT	http://absolvewinelounge.com/images/upload/image-1511-thumb.jpg	absolvewinelounge.com/images/upload/image-1511-thumb.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:35	50165/50165	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Jul%202013%2021:11:01%20GMT	http://absolvewinelounge.com/images/upload/image-982.jpg	absolvewinelounge.com/images/upload/image-982.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:36	8238/8238	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Sep%202013%2000:23:32%20GMT	http://absolvewinelounge.com/images/upload/image-6611-thumb.jpg	absolvewinelounge.com/images/upload/image-6611-thumb.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:39	52925/52925	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Jul%202013%2021:07:13%20GMT	http://absolvewinelounge.com/images/upload/image-1511.jpg	absolvewinelounge.com/images/upload/image-1511.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:40	67669/67669	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Jul%202013%2020:58:46%20GMT	http://absolvewinelounge.com/images/upload/image-7022.jpg	absolvewinelounge.com/images/upload/image-7022.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:40	7330/7330	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Sep%202013%2000:23:49%20GMT	http://absolvewinelounge.com/images/upload/image-8527-thumb.jpg	absolvewinelounge.com/images/upload/image-8527-thumb.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:41	47458/47458	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Sep%202013%2000:23:32%20GMT	http://absolvewinelounge.com/images/upload/image-6611.jpg	absolvewinelounge.com/images/upload/image-6611.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:42	9005/9005	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Sep%202013%2000:25:01%20GMT	http://absolvewinelounge.com/images/upload/image-1725-thumb.jpg	absolvewinelounge.com/images/upload/image-1725-thumb.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:43	11406/11406	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Feb%202014%2021:53:05%20GMT	http://absolvewinelounge.com/images/flourish4.jpg	absolvewinelounge.com/images/flourish4.jpg	(from http://absolvewinelounge.com/houston-wine-bar-contact.php)
12:49:43	46716/46716	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Sep%202013%2000:23:49%20GMT	http://absolvewinelounge.com/images/upload/image-8527.jpg	absolvewinelounge.com/images/upload/image-8527.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
12:49:44	12839/12839	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202013%2002:28:13%20GMT	http://absolvewinelounge.com/courtneywheeler@absolvewinelounge.com	absolvewinelounge.com/courtneywheeler@absolvewinelounge.com	(from http://absolvewinelounge.com/houston-wine-bar-contact.php)
12:49:44	280/280	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Sep%202013%2005:22:58%20GMT	http://absolvewinelounge.com/img/close.png	absolvewinelounge.com/img/close.png	(from http://absolvewinelounge.com/css/lightbox.css)
12:49:45	1360/1360	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Sep%202013%2005:23:03%20GMT	http://absolvewinelounge.com/img/prev.png	absolvewinelounge.com/img/prev.png	(from http://absolvewinelounge.com/css/lightbox.css)
12:49:45	1350/1350	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Sep%202013%2005:23:02%20GMT	http://absolvewinelounge.com/img/next.png	absolvewinelounge.com/img/next.png	(from http://absolvewinelounge.com/css/lightbox.css)
12:49:45	8476/8476	---M--	200	added ('OK')	image/gif	date:Wed,%2011%20Sep%202013%2005:23:02%20GMT	http://absolvewinelounge.com/img/loading.gif	absolvewinelounge.com/img/loading.gif	(from http://absolvewinelounge.com/css/lightbox.css)
12:49:46	71697/71697	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Sep%202013%2000:25:01%20GMT	http://absolvewinelounge.com/images/upload/image-1725.jpg	absolvewinelounge.com/images/upload/image-1725.jpg	(from http://absolvewinelounge.com/absolve-wine-lounge-photo-gallery.php)
